"id","model","year","transmission","mileage","fueltype","tax","mpg","engineSize"
8071,"Fiesta",2018,"Manual",16952,"Petrol",145,58.9,1
12501,"EcoSport",2019,"Manual",3144,"Petrol",145,52.3,1
17550,"EcoSport",2017,"Manual",22411,"Diesel",145,64.2,1.5
15174,"Fiesta",2017,"Semi-Auto",16019,"Petrol",150,57.7,1
10502,"Fiesta",2017,"Manual",40505,"Diesel",0,78.5,1.5
14778,"Mondeo",2017,"Automatic",26476,"Diesel",125,57.7,2
10875,"Galaxy",2018,"Semi-Auto",31589,"Diesel",145,52.3,2
1253,"EcoSport",2017,"Manual",21114,"Petrol",125,52.3,1
11867,"Focus",2013,"Manual",49460,"Diesel",125,56.5,2
8090,"Focus",2015,"Manual",37344,"Diesel",20,67.3,2
2479,"Focus",2015,"Manual",70672,"Diesel",0,74.3,1.5
14790,"Kuga",2019,"Automatic",1274,"Diesel",145,38.7,2
14929,"Kuga",2016,"Manual",51244,"Diesel",125,60.1,2
9473,"EcoSport",2017,"Manual",42727,"Petrol",125,52.3,1
13946,"Focus",2017,"Manual",31386,"Petrol",150,60.1,1
12021,"Kuga",2019,"Manual",13301,"Diesel",145,54.3,1.5
16849,"Focus",2017,"Automatic",20000,"Petrol",125,51.4,1
16597,"Focus",2016,"Manual",12527,"Petrol",125,50.4,1.5
12399,"Focus",2018,"Manual",7356,"Petrol",145,41.5,2
6463,"Fiesta",2017,"Manual",23722,"Petrol",145,65.7,1
3141,"EcoSport",2017,"Manual",45755,"Diesel",150,64.2,1.5
4181,"Fiesta",2017,"Manual",32137,"Petrol",125,54.3,1.2
3601,"Fiesta",2017,"Manual",17082,"Petrol",150,64.2,1.1
17312,"Fiesta",2017,"Automatic",30600,"Petrol",0,57.7,1
15011,"Fiesta",2019,"Manual",6195,"Petrol",145,60.1,1
14905,"Focus",2013,"Manual",97930,"Petrol",145,47.9,1.6
10873,"Kuga",2018,"Manual",18838,"Diesel",145,64.2,1.5
2402,"Focus",2017,"Manual",27412,"Diesel",150,74.3,1.5
16473,"EcoSport",2018,"Automatic",8000,"Petrol",145,45.6,0
2133,"Kuga",2019,"Automatic",13463,"Petrol",145,31,1.5
2413,"Focus",2018,"Manual",21284,"Diesel",145,74.3,1.5
3963,"Kuga",2017,"Manual",17035,"Diesel",145,54.3,2
7294,"Fiesta",2017,"Manual",33847,"Diesel",0,78.5,1.5
5330,"Fiesta",2017,"Manual",7700,"Petrol",0,65.7,1
17416,"Fiesta",2012,"Manual",85000,"Diesel",20,68.9,1.4
4452,"EcoSport",2017,"Manual",13308,"Petrol",145,53.3,1
3152,"Focus",2017,"Manual",42148,"Petrol",150,60.1,1
1848,"Kuga",2019,"Manual",10631,"Petrol",145,34.4,1.5
5078,"KA",2015,"Manual",15296,"Petrol",30,57.7,1.2
3442,"Fiesta",2015,"Manual",43341,"Petrol",0,65.7,1
678,"Fiesta",2017,"Manual",6213,"Petrol",125,54.3,1.2
9534,"Focus",2019,"Manual",3332,"Petrol",145,60.1,1
525,"Focus",2019,"Manual",13325,"Diesel",145,74.3,1.5
10031,"Fiesta",2019,"Manual",7166,"Petrol",145,56.5,1
2289,"Fiesta",2018,"Manual",15196,"Petrol",145,64.2,1.1
7924,"Fiesta",2018,"Manual",12968,"Petrol",145,56.5,1
7377,"C-MAX",2017,"Manual",30000,"Diesel",20,68.9,1.5
7998,"B-MAX",2017,"Manual",28636,"Petrol",30,57.7,1
2962,"Fiesta",2015,"Manual",41385,"Petrol",125,54.3,1.2
6285,"Fiesta",2018,"Manual",5276,"Petrol",145,58.9,1
11642,"Fiesta",2019,"Manual",17115,"Petrol",145,58.9,1
1396,"Fiesta",2018,"Manual",5220,"Petrol",145,64.2,1.1
7035,"B-MAX",2017,"Manual",23211,"Diesel",0,74.3,1.5
10372,"Fiesta",2018,"Manual",11696,"Petrol",145,62.8,1
5069,"Ka+",2017,"Manual",21881,"Petrol",145,57.7,1.2
1702,"Fiesta",2017,"Manual",30600,"Petrol",0,65.7,1
2055,"EcoSport",2016,"Manual",33540,"Petrol",125,53.3,1
13467,"Fusion",2010,"Automatic",26588,"Petrol",260,37.7,1.6
10893,"C-MAX",2017,"Manual",14858,"Petrol",30,55.4,1
8966,"Fiesta",2018,"Manual",21637,"Petrol",150,65.7,1
15903,"Kuga",2017,"Automatic",9946,"Diesel",150,54.3,2
6257,"Focus",2015,"Manual",39621,"Diesel",0,74.3,1.5
1381,"Focus",2019,"Manual",1987,"Petrol",145,60.1,1
5216,"EcoSport",2019,"Automatic",2052,"Petrol",145,45.6,1
16624,"Focus",2016,"Manual",43150,"Diesel",20,67.3,2
11659,"Fiesta",2018,"Manual",12411,"Petrol",145,62.8,1
4711,"Focus",2018,"Manual",12690,"Petrol",145,60.1,1
13613,"Focus",2019,"Manual",5999,"Petrol",145,49.6,1
7031,"Fiesta",2017,"Manual",20993,"Petrol",150,65.7,1
544,"EcoSport",2016,"Manual",28670,"Diesel",30,64.2,1.5
2392,"C-MAX",2017,"Manual",30803,"Diesel",20,68.9,1.5
16545,"Fiesta",2015,"Manual",31117,"Petrol",0,65.7,1
13054,"Fiesta",2017,"Semi-Auto",33090,"Petrol",0,57.7,1
16350,"Focus",2018,"Manual",25000,"Petrol",145,57.7,1
13869,"C-MAX",2010,"Manual",71000,"Petrol",200,42.8,1.6
17875,"Fiesta",2019,"Manual",3750,"Petrol",145,55.4,1.1
14473,"Fiesta",2018,"Manual",10230,"Petrol",145,58.9,1
609,"Kuga",2015,"Manual",61787,"Diesel",125,60.1,2
3636,"Mondeo",2016,"Manual",51139,"Diesel",30,64.2,2
4149,"Fiesta",2018,"Manual",6487,"Petrol",145,64.2,1.1
8697,"Focus",2018,"Manual",14917,"Petrol",145,60.1,1
16321,"Focus",2014,"Manual",59306,"Petrol",30,56.5,1
15686,"KA",2008,"Manual",63000,"Petrol",160,45.6,1.3
8301,"Focus",2019,"Manual",4833,"Petrol",145,60.1,1
17123,"Fiesta",2017,"Manual",22753,"Petrol",150,64.2,1.1
8261,"Tourneo Custom",2019,"Manual",10450,"Diesel",145,31.7,2
11808,"B-MAX",2018,"Manual",38404,"Petrol",145,57.7,1
7319,"Kuga",2017,"Manual",25220,"Diesel",30,64.2,1.5
2814,"Fiesta",2018,"Manual",31306,"Petrol",145,56.5,1
14423,"Mondeo",2009,"Manual",79000,"Diesel",200,44.8,2.2
7969,"EcoSport",2018,"Manual",18947,"Petrol",145,54.3,1
15973,"Fiesta",2013,"Manual",33542,"Petrol",0,65.7,1
651,"Focus",2016,"Manual",18154,"Petrol",20,60.1,1
15287,"Mustang",2019,"Automatic",12,"Petrol",145,30.7,2.3
12166,"Focus",2018,"Automatic",12500,"Diesel",145,67.3,1.5
3226,"EcoSport",2019,"Manual",8601,"Petrol",145,53.3,1
9800,"Tourneo Custom",2017,"Manual",37950,"Diesel",145,44.1,2
15029,"Fiesta",2014,"Manual",15589,"Petrol",30,54.3,1.2
5562,"Focus",2019,"Manual",5739,"Petrol",145,60.1,1
5082,"Fiesta",2018,"Manual",21959,"Petrol",145,56.5,1
4992,"Focus",2017,"Manual",31265,"Petrol",150,60.1,1
5008,"C-MAX",2017,"Manual",20000,"Petrol",30,55.4,1
1275,"Focus",2019,"Manual",15320,"Petrol",150,60.1,1
1999,"Kuga",2017,"Manual",14122,"Diesel",125,60.1,2
10867,"Kuga",2017,"Manual",18860,"Diesel",145,54.3,2
5598,"Edge",2017,"Manual",41940,"Diesel",145,47.9,2
12376,"Focus",2020,"Automatic",1955,"Diesel",150,64.2,2
9724,"EcoSport",2019,"Manual",816,"Diesel",145,67.3,1.5
15835,"Focus",2015,"Automatic",72000,"Petrol",165,44.8,1.6
7298,"KA",2016,"Manual",18000,"Petrol",30,57.7,1.2
16982,"Focus",2008,"Manual",91000,"Petrol",195,42.1,1.6
4442,"Fiesta",2018,"Manual",11625,"Petrol",145,65.7,1
11116,"Kuga",2019,"Manual",8509,"Diesel",145,38.2,2
916,"Ka+",2018,"Manual",6334,"Petrol",145,57.7,1.2
2112,"Tourneo Connect",2016,"Manual",72777,"Diesel",30,64.2,1.5
14621,"KA",2014,"Manual",40150,"Petrol",30,57.7,1.2
13427,"Fiesta",2019,"Manual",10000,"Petrol",145,58.9,1
8289,"Kuga",2019,"Manual",9300,"Diesel",145,38.2,2
2215,"Grand C-MAX",2016,"Manual",26985,"Petrol",30,54.3,1
17169,"Fiesta",2019,"Manual",7269,"Petrol",145,58.9,1
1656,"Grand C-MAX",2016,"Manual",29592,"Diesel",30,64.2,1.5
9981,"Kuga",2018,"Manual",12660,"Diesel",145,54.3,1.5
12136,"Focus",2017,"Manual",28825,"Petrol",150,60.1,1
358,"Focus",2019,"Automatic",8703,"Petrol",145,40.9,1.5
7258,"Focus",2017,"Manual",11134,"Diesel",145,67.3,2
9829,"Fiesta",2018,"Manual",29923,"Petrol",150,62.8,1
10848,"Edge",2017,"Semi-Auto",24558,"Diesel",200,47.9,2
2034,"Kuga",2017,"Automatic",6829,"Petrol",150,38.2,1.5
5479,"Mondeo",2018,"Manual",10147,"Petrol",145,48.7,1.5
7457,"Kuga",2013,"Manual",69878,"Diesel",145,53.3,2
13320,"Kuga",2017,"Semi-Auto",17379,"Diesel",145,58.9,1.5
16214,"Galaxy",2018,"Manual",17003,"Diesel",145,56.5,2
7462,"Mondeo",2016,"Manual",35437,"Diesel",20,68.9,2
16152,"Focus",2019,"Manual",11900,"Petrol",145,60.1,1
10484,"Kuga",2019,"Manual",10766,"Diesel",145,38.2,2
16078,"Kuga",2017,"Manual",27451,"Diesel",145,60.1,2
9222,"Fiesta",2019,"Manual",8572,"Diesel",145,58.9,1.5
821,"Fiesta",2019,"Manual",7512,"Petrol",145,58.9,1
7279,"Focus",2016,"Semi-Auto",55400,"Diesel",30,64.2,2
12869,"Fiesta",2013,"Manual",19644,"Petrol",30,54.3,1.2
15941,"Focus",2016,"Manual",23854,"Diesel",0,74.3,1.5
17813,"Kuga",2016,"Manual",18570,"Diesel",125,60.1,2
4147,"Fiesta",2016,"Manual",23271,"Petrol",20,62.8,1
3481,"Kuga",2017,"Manual",30306,"Petrol",160,45.6,1.5
13303,"Fiesta",2018,"Semi-Auto",28438,"Petrol",145,54.3,1
465,"EcoSport",2019,"Manual",2951,"Petrol",150,52.3,1
4109,"Fiesta",2015,"Manual",30381,"Petrol",30,54.3,1.2
3980,"Fiesta",2017,"Manual",27838,"Petrol",125,54.3,1.2
2211,"Fiesta",2018,"Manual",11785,"Petrol",150,65.7,1
4650,"Fiesta",2017,"Manual",17045,"Petrol",145,65.7,1
15253,"Fiesta",2017,"Manual",17221,"Petrol",145,65.7,1
14712,"Fiesta",2017,"Manual",25000,"Petrol",150,65.7,1
14926,"Focus",2017,"Manual",15375,"Petrol",145,57.7,1
8743,"Fiesta",2016,"Manual",15000,"Petrol",0,65.7,1
8387,"Fiesta",2018,"Manual",17330,"Petrol",145,65.7,1
17188,"Kuga",2017,"Automatic",42325,"Diesel",145,54.3,2
8233,"Fiesta",2015,"Manual",16853,"Petrol",0,65.7,1
16820,"Focus",2003,"Manual",56064,"Petrol",325,31,2
2442,"Fiesta",2018,"Manual",14519,"Petrol",145,64.2,1.1
368,"Focus",2019,"Manual",19936,"Petrol",145,60.1,1
13614,"Kuga",2019,"Manual",7999,"Diesel",145,39.2,2
8719,"Edge",2018,"Semi-Auto",9412,"Diesel",150,47.9,2
6302,"EcoSport",2017,"Manual",43958,"Petrol",125,52.3,1
10488,"Fiesta",2015,"Manual",55363,"Petrol",30,54.3,1.2
16404,"S-MAX",2016,"Manual",33453,"Diesel",125,51.4,2
15405,"Fiesta",2018,"Manual",30347,"Petrol",145,64.2,1.1
3644,"Focus",2017,"Manual",10816,"Petrol",145,41.5,2
6976,"B-MAX",2015,"Manual",31777,"Petrol",30,57.7,1
6558,"Fiesta",2018,"Manual",13992,"Petrol",145,56.5,1
2812,"Fiesta",2018,"Manual",24046,"Petrol",145,65.7,1
2696,"Focus",2019,"Manual",14074,"Diesel",145,61.4,1.5
6446,"Fiesta",2018,"Manual",25251,"Petrol",145,65.7,1
13803,"Fiesta",2017,"Manual",39998,"Petrol",0,65.7,1
5449,"Focus",2017,"Manual",10200,"Diesel",145,67.3,2
9748,"Fiesta",2013,"Manual",47093,"Petrol",0,65.7,1
8896,"Focus",2019,"Manual",12075,"Petrol",145,60.1,1
15537,"C-MAX",2017,"Automatic",18150,"Diesel",20,64.2,1.5
14813,"EcoSport",2016,"Automatic",26759,"Petrol",160,44.8,1.5
6812,"Kuga",2018,"Manual",10700,"Diesel",145,64.2,1.5
13186,"Fiesta",2020,"Manual",5,"Petrol",145,56.5,1
5199,"Fiesta",2017,"Manual",10655,"Diesel",0,88.3,1.5
10397,"Fiesta",2019,"Manual",10071,"Petrol",145,60.1,1
6984,"Focus",2017,"Manual",29546,"Diesel",20,67.3,2
6715,"Focus",2014,"Semi-Auto",29014,"Petrol",165,44.8,1.6
5079,"Fiesta",2016,"Semi-Auto",20069,"Petrol",0,57.7,1
10599,"Fiesta",2017,"Manual",8679,"Petrol",145,65.7,1
9977,"Fiesta",2018,"Manual",10573,"Petrol",150,65.7,1
12747,"Fiesta",2019,"Manual",5525,"Petrol",145,56.5,1
10046,"Fiesta",2018,"Manual",6812,"Petrol",145,65.7,1
11325,"Focus",2017,"Manual",38590,"Diesel",145,74.3,1.5
2257,"Focus",2019,"Manual",2445,"Petrol",150,58.9,1
8825,"KA",2015,"Manual",12809,"Petrol",30,57.7,1.2
2581,"Fiesta",2016,"Manual",22000,"Petrol",145,47.9,1.6
10527,"Mondeo",2016,"Manual",14333,"Petrol",145,47.9,1.5
6116,"Kuga",2019,"Manual",9347,"Petrol",145,39.2,1.5
16330,"Fiesta",2017,"Manual",22000,"Petrol",0,65.7,0
14143,"Focus",2014,"Manual",53767,"Diesel",20,67.3,1.6
8732,"Focus",2018,"Manual",12130,"Petrol",145,41.5,2
10103,"Kuga",2017,"Manual",11559,"Diesel",150,60.1,2
10977,"EcoSport",2019,"Manual",7809,"Petrol",145,52.3,1
5733,"Focus",2020,"Manual",2525,"Petrol",145,58.9,1
4366,"Focus",2017,"Manual",19510,"Diesel",20,67.3,2
6222,"Fiesta",2018,"Manual",9100,"Petrol",145,56.5,1
14753,"Fiesta",2017,"Manual",34844,"Petrol",145,47.9,1.6
16282,"C-MAX",2008,"Manual",91000,"Petrol",240,39.8,1.8
10590,"Galaxy",2018,"Manual",34350,"Diesel",145,56.5,2
14070,"Focus",2015,"Manual",48000,"Diesel",0,74.3,1.5
11343,"Focus",2017,"Manual",14889,"Diesel",145,74.3,1.5
349,"Focus",2020,"Manual",5000,"Diesel",145,74.3,1.5
11651,"Focus",2019,"Automatic",2256,"Diesel",145,74.3,1.5
16266,"Fiesta",2019,"Manual",5079,"Petrol",150,40.3,1.5
3018,"Kuga",2018,"Automatic",17152,"Petrol",145,31,1.5
9221,"Kuga",2020,"Automatic",10,"Hybrid",140,201.8,2.5
3475,"Fiesta",2019,"Manual",6000,"Petrol",145,56.5,1
9612,"B-MAX",2017,"Manual",17363,"Petrol",30,57.7,1
7183,"Mustang",2017,"Automatic",12000,"Petrol",145,20.8,5
4820,"Fiesta",2017,"Manual",16812,"Petrol",145,64.2,1.1
7890,"Kuga",2019,"Manual",19026,"Diesel",145,47.9,2
11160,"EcoSport",2019,"Manual",647,"Petrol",145,52.3,1
13786,"Fiesta",2017,"Manual",42876,"Petrol",145,65.7,1
3,"Focus",2017,"Manual",12456,"Petrol",150,57.7,1
3724,"Ka+",2019,"Manual",11,"Petrol",145,43.5,1.2
14046,"Mondeo",2014,"Manual",47000,"Diesel",200,47.1,2.2
3224,"Fiesta",2018,"Semi-Auto",6072,"Petrol",145,48.7,1
12238,"Fiesta",2018,"Manual",29100,"Petrol",150,65.7,1
1852,"Fiesta",2015,"Manual",27758,"Petrol",125,54.3,1.2
9063,"Focus",2015,"Manual",56369,"Diesel",0,74.3,1.5
13811,"Fiesta",2011,"Manual",35088,"Petrol",145,48.7,1.4
933,"Focus",2017,"Manual",18524,"Petrol",20,60.1,1
10185,"S-MAX",2016,"Manual",50691,"Diesel",125,56.5,2
10403,"Focus",2017,"Manual",50289,"Petrol",205,41.5,2
16892,"Fiesta",2015,"Manual",18380,"Petrol",125,54.3,1.2
9784,"EcoSport",2019,"Manual",6700,"Diesel",145,64.2,1.5
898,"Focus",2016,"Manual",22904,"Diesel",0,74.3,1.5
4308,"Fiesta",2018,"Manual",13148,"Petrol",150,55.4,1.1
2779,"Focus",2018,"Manual",35211,"Diesel",145,74.3,1.5
1863,"Fiesta",2016,"Manual",26039,"Petrol",0,65.7,1
10437,"Focus",2019,"Manual",7546,"Petrol",145,47.9,1
9957,"Fiesta",2018,"Manual",19280,"Petrol",145,56.5,1
13026,"Fiesta",2014,"Manual",41965,"Petrol",0,65.7,1
1555,"C-MAX",2017,"Manual",62988,"Diesel",20,68.9,1.5
12973,"Ka+",2018,"Manual",8745,"Petrol",150,57.7,1.2
10271,"Fiesta",2018,"Manual",9820,"Petrol",150,58.9,1
2917,"Fiesta",2019,"Manual",9803,"Petrol",145,60.1,1
2711,"C-MAX",2014,"Manual",40621,"Petrol",165,42.8,1.6
2207,"Fiesta",2019,"Manual",4401,"Petrol",145,48.7,1.1
16570,"Fiesta",2015,"Manual",45000,"Petrol",0,65.7,1
10479,"Ka+",2017,"Manual",34302,"Petrol",145,57.7,1.2
16694,"Focus",2014,"Manual",36200,"Diesel",20,67.3,1.6
3572,"Focus",2015,"Manual",41200,"Petrol",20,61.4,1
2253,"Kuga",2017,"Manual",46800,"Diesel",150,54.3,2
557,"Grand Tourneo Connect",2018,"Automatic",9486,"Diesel",145,56.6,1.5
10880,"EcoSport",2018,"Manual",18772,"Petrol",145,54.3,1
6512,"Edge",2017,"Semi-Auto",24078,"Diesel",160,48.7,2
1842,"Focus",2019,"Manual",11958,"Diesel",145,80.7,1.5
8747,"Fiesta",2017,"Semi-Auto",9896,"Petrol",145,57.7,1
12717,"Fiesta",2019,"Manual",12744,"Petrol",145,55.4,1
9638,"Fiesta",2017,"Manual",13787,"Petrol",125,54.3,1.2
3088,"Kuga",2018,"Semi-Auto",39821,"Diesel",145,54.3,2
15820,"Kuga",2016,"Manual",5313,"Petrol",160,45.6,1.5
11066,"Focus",2019,"Automatic",13917,"Diesel",145,64.2,2
1098,"Tourneo Custom",2017,"Manual",41269,"Diesel",145,44.8,2
3332,"Fiesta",2017,"Semi-Auto",5009,"Petrol",145,54.3,1
12583,"Focus",2014,"Semi-Auto",30558,"Petrol",165,44.8,1.6
14298,"Kuga",2015,"Automatic",50323,"Diesel",145,52.3,2
1745,"Focus",2019,"Automatic",13312,"Petrol",145,50.4,1
13768,"Fiesta",2019,"Manual",4475,"Petrol",145,64.2,1.1
9076,"Grand C-MAX",2017,"Manual",14789,"Diesel",30,64.2,1.5
386,"Kuga",2013,"Manual",78170,"Diesel",200,47.9,2
5575,"Fiesta",2015,"Manual",61763,"Petrol",125,54.3,1.2
12076,"Focus",2017,"Manual",26000,"Petrol",20,60.1,1
15866,"Galaxy",2016,"Manual",36136,"Diesel",125,56.5,2
16864,"Fiesta",2010,"Manual",83000,"Petrol",145,48.7,1.4
2983,"Focus",2019,"Manual",6744,"Petrol",145,60.1,1
16516,"Focus",2008,"Manual",81000,"Diesel",145,54.3,1.8
8972,"Mondeo",2019,"Manual",27,"Diesel",145,65.7,2
1249,"Focus",2013,"Manual",67133,"Diesel",20,67.3,1.6
7526,"EcoSport",2017,"Manual",8082,"Petrol",125,53.3,1
6629,"Focus",2019,"Manual",7642,"Diesel",145,74.3,1.5
215,"EcoSport",2018,"Manual",15267,"Petrol",145,53.3,1
9965,"Fiesta",2017,"Manual",24195,"Petrol",150,64.2,1.1
1785,"Focus",2017,"Manual",40500,"Diesel",20,67.3,2
13500,"Fiesta",2017,"Manual",21713,"Petrol",0,65.7,1
3833,"Kuga",2017,"Manual",19444,"Diesel",145,54.3,2
8263,"S-MAX",2019,"Semi-Auto",8998,"Diesel",145,51.4,2
13216,"Kuga",2017,"Manual",19008,"Diesel",145,60.1,2
5451,"Focus",2018,"Manual",24634,"Diesel",145,74.3,1.5
13009,"EcoSport",2017,"Manual",28157,"Petrol",145,52.3,1
2395,"Fiesta",2013,"Manual",33428,"Petrol",30,54.3,1.2
9682,"Tourneo Custom",2019,"Manual",1410,"Diesel",145,30.1,2
13387,"Kuga",2017,"Semi-Auto",23365,"Diesel",145,58.9,1.5
388,"Mustang",2019,"Automatic",5000,"Petrol",145,22.6,5
4021,"EcoSport",2018,"Manual",16197,"Petrol",145,54.3,1
9154,"EcoSport",2016,"Manual",19511,"Petrol",125,53.3,1
25,"Fiesta",2014,"Manual",35299,"Petrol",0,65.7,1
16079,"Kuga",2018,"Automatic",20260,"Petrol",145,38.2,1.5
1280,"Fiesta",2019,"Manual",1891,"Petrol",145,58.9,1
8752,"Fiesta",2018,"Manual",12836,"Petrol",145,65.7,1
15574,"Focus",2018,"Manual",18883,"Diesel",145,80.7,1.5
2268,"Grand C-MAX",2017,"Manual",32058,"Diesel",30,64.2,1.5
7939,"Kuga",2017,"Automatic",8175,"Petrol",150,38.2,1.5
6421,"Fiesta",2018,"Manual",10827,"Petrol",145,65.7,1
7415,"S-MAX",2015,"Semi-Auto",30702,"Diesel",145,52.3,2
5734,"Kuga",2017,"Manual",20401,"Diesel",125,60.1,2
7400,"Fiesta",2017,"Manual",15364,"Petrol",145,65.7,1
15472,"Kuga",2014,"Manual",43914,"Diesel",205,47.9,2
6425,"Fiesta",2017,"Manual",29172,"Petrol",145,54.3,1.2
5341,"Mondeo",2016,"Manual",40214,"Diesel",0,78.5,1.5
8334,"EcoSport",2017,"Manual",34880,"Diesel",145,64.2,1.5
8575,"Kuga",2015,"Manual",73506,"Diesel",125,60.1,2
7049,"Focus",2018,"Manual",18582,"Petrol",145,58.9,1
14608,"Fiesta",2014,"Manual",46314,"Petrol",30,54.3,1.2
14889,"Fiesta",2017,"Automatic",8629,"Petrol",145,54.3,1
3576,"Kuga",2019,"Manual",11407,"Petrol",145,39.2,1.5
7982,"Focus",2019,"Automatic",13701,"Petrol",145,41.5,1
11058,"Focus",2016,"Manual",35646,"Petrol",20,60.1,1
7406,"EcoSport",2019,"Semi-Auto",109,"Petrol",145,45.6,1
10976,"Kuga",2018,"Semi-Auto",11009,"Diesel",145,58.9,1.5
2223,"Focus",2019,"Manual",8422,"Petrol",150,60.1,1
4713,"Fiesta",2014,"Manual",21292,"Petrol",30,54.3,1.2
14081,"Kuga",2015,"Automatic",29000,"Diesel",145,52.3,2
10942,"Fiesta",2019,"Manual",3599,"Petrol",145,60.1,1
12799,"Focus",2018,"Manual",5729,"Diesel",145,74.3,1.5
17249,"KA",2008,"Manual",76000,"Petrol",205,43.5,1.3
1056,"Tourneo Custom",2016,"Manual",22704,"Diesel",200,44.8,2
2965,"EcoSport",2015,"Manual",55422,"Petrol",125,53.3,1
1548,"Ka+",2018,"Manual",14782,"Petrol",145,57.7,1.2
15726,"Focus",2020,"Manual",100,"Petrol",145,60.1,1
2449,"Focus",2016,"Manual",38313,"Petrol",20,60.1,1
9284,"Fiesta",2017,"Manual",11360,"Petrol",0,65.7,1
3476,"Fiesta",2019,"Manual",44,"Petrol",145,58.9,1
12342,"B-MAX",2014,"Manual",22000,"Diesel",20,68.9,1.5
2789,"Focus",2015,"Manual",64734,"Diesel",0,74.3,1.5
10655,"Kuga",2017,"Manual",6688,"Petrol",145,45.6,1.5
9046,"Focus",2017,"Manual",19860,"Petrol",145,41.5,2
7296,"Focus",2017,"Manual",7273,"Petrol",145,60.1,1
16072,"Focus",2008,"Manual",137000,"Diesel",150,54.3,1.8
13671,"Focus",2018,"Manual",3581,"Petrol",140,60.1,1
5325,"Fiesta",2018,"Manual",30294,"Petrol",145,56.5,1
10521,"Mondeo",2018,"Manual",25199,"Petrol",145,48.7,1.5
8894,"EcoSport",2018,"Manual",9900,"Diesel",145,58.9,1.5
3699,"Focus",2019,"Manual",8686,"Diesel",145,62.8,1.5
2482,"Fiesta",2013,"Manual",66175,"Diesel",0,85.6,1.6
1621,"B-MAX",2017,"Manual",25786,"Diesel",0,74.3,1.5
4145,"Fiesta",2017,"Semi-Auto",3545,"Petrol",30,57.7,1
4167,"Fiesta",2017,"Manual",18558,"Petrol",145,65.7,1
15265,"Kuga",2016,"Manual",61051,"Diesel",145,54.3,2
6726,"Fiesta",2017,"Manual",26234,"Petrol",0,65.7,1
17278,"Tourneo Connect",2017,"Manual",66305,"Diesel",145,64.2,1.5
13374,"Fiesta",2017,"Semi-Auto",32358,"Petrol",145,57.7,1
16055,"Grand C-MAX",2015,"Manual",58199,"Diesel",30,64.2,1.5
1454,"Focus",2017,"Manual",11627,"Petrol",145,60.1,1
13619,"Focus",2017,"Manual",10918,"Petrol",145,41.5,2
14893,"Focus",2019,"Manual",4857,"Petrol",145,60.1,1
10059,"Focus",2019,"Manual",12987,"Petrol",150,58.9,1
7518,"Kuga",2018,"Manual",12305,"Petrol",150,45.6,1.5
5182,"Focus",2018,"Manual",28068,"Diesel",145,67.3,2
16781,"Mondeo",2018,"Automatic",40517,"Diesel",145,45.6,2
5540,"Kuga",2018,"Manual",24959,"Petrol",145,45.6,1.5
11117,"Fiesta",2018,"Semi-Auto",32094,"Petrol",145,54.3,1
13231,"B-MAX",2017,"Semi-Auto",17200,"Petrol",160,44.1,1.6
11336,"Fiesta",2017,"Manual",23424,"Petrol",20,62.8,1
4949,"EcoSport",2019,"Manual",8537,"Petrol",150,51.4,1
1461,"Kuga",2017,"Manual",15837,"Diesel",145,54.3,2
706,"Fiesta",2016,"Manual",12163,"Petrol",125,54.3,1.2
7394,"Fiesta",2017,"Manual",13389,"Petrol",145,65.7,1
14031,"Kuga",2016,"Manual",37000,"Diesel",145,54.3,2
11629,"Fiesta",2019,"Manual",9565,"Petrol",145,55.4,1
12000,"Fiesta",2019,"Manual",6469,"Petrol",145,55.4,1
9956,"Puma",2020,"Manual",3000,"Petrol",145,50.4,1
14715,"KA",2019,"Manual",2296,"Petrol",145,43.5,1.2
16065,"EcoSport",2017,"Manual",33000,"Petrol",145,52.3,1
373,"Kuga",2018,"Manual",14960,"Diesel",145,64.2,1.5
7804,"Focus",2019,"Manual",6728,"Petrol",145,58.9,1
16211,"EcoSport",2018,"Manual",9281,"Diesel",145,68.9,1.5
10833,"Focus",2020,"Manual",641,"Petrol",145,50.4,1.5
4885,"Fiesta",2016,"Manual",2570,"Petrol",0,65.7,1
11212,"Ka+",2019,"Manual",494,"Petrol",145,43.5,1.2
4988,"Grand C-MAX",2017,"Manual",6994,"Petrol",30,54.3,1
16854,"Fiesta",2014,"Manual",38000,"Petrol",30,54.3,1.2
7750,"Focus",2017,"Manual",14603,"Petrol",20,60.1,1
5133,"Galaxy",2018,"Manual",31766,"Diesel",145,56.5,2
16135,"Fiesta",2014,"Manual",26665,"Petrol",0,65.7,1
11247,"Ka+",2019,"Manual",2691,"Petrol",145,43.5,1.2
15244,"Kuga",2015,"Manual",36638,"Diesel",145,54.3,2
5193,"Focus",2018,"Manual",7330,"Petrol",145,60.1,1
10370,"Fiesta",2018,"Manual",3871,"Petrol",145,58.9,1
11937,"EcoSport",2017,"Manual",28697,"Petrol",145,52.3,1
12279,"Fiesta",2018,"Manual",3595,"Petrol",145,58.9,1
12634,"Fiesta",2018,"Manual",7256,"Petrol",150,65.7,1
549,"Fiesta",2014,"Manual",39944,"Petrol",30,54.3,1.2
11284,"Kuga",2017,"Semi-Auto",26309,"Diesel",145,54.3,2
11056,"Kuga",2017,"Manual",26000,"Diesel",125,60.1,2
3310,"Fiesta",2015,"Manual",13964,"Petrol",0,65.7,1
