"ID","Warehouse_block","Mode_of_Shipment","Customer_care_calls","Customer_rating","Cost_of_the_Product","Prior_purchases","Product_importance","Gender","Discount_offered","Weight_in_gms"
1718,"F","Ship",3,1,101,2,"medium","F",56,1184
8718,"F","Ship",5,1,193,6,"medium","F",4,5964
8275,"D","Ship",3,1,138,3,"medium","F",2,4766
10152,"F","Flight",5,4,235,5,"low","F",8,1549
7303,"D","Ship",3,4,227,4,"low","F",9,5465
5411,"C","Ship",4,2,149,5,"medium","F",8,4209
7400,"F","Flight",6,5,305,4,"low","F",7,1099
1229,"C","Flight",6,1,136,3,"high","M",12,1592
10051,"D","Ship",4,2,166,5,"low","M",8,4493
6383,"C","Ship",4,1,214,2,"low","F",10,4447
8892,"F","Road",5,3,240,5,"low","M",4,1389
761,"C","Ship",5,3,235,2,"medium","F",12,3358
4507,"D","Road",3,3,183,3,"low","M",2,4363
7837,"D","Ship",3,4,232,2,"low","F",8,5629
3414,"F","Road",3,1,188,3,"low","M",3,4222
4736,"F","Ship",3,4,211,3,"high","M",8,5191
2419,"D","Ship",5,2,96,2,"low","F",50,1186
1186,"B","Ship",2,3,176,5,"low","M",29,1254
5963,"C","Ship",5,2,259,5,"low","M",8,1678
2206,"B","Flight",6,2,229,3,"medium","M",13,2322
7679,"C","Flight",3,2,189,2,"medium","F",3,4617
1692,"F","Ship",4,2,189,3,"medium","M",6,3671
168,"F","Ship",4,5,152,3,"low","M",43,1709
5940,"F","Ship",4,4,274,2,"low","F",7,4873
8425,"D","Ship",3,3,160,4,"medium","F",7,5147
9903,"A","Ship",3,5,161,3,"low","F",10,5663
8014,"B","Ship",6,4,254,4,"low","M",9,1594
10470,"F","Ship",4,2,262,6,"medium","F",4,1644
1732,"B","Ship",3,3,138,4,"low","M",56,1440
615,"A","Ship",5,4,182,4,"high","M",20,2212
5533,"D","Ship",7,3,270,4,"medium","F",10,1211
7114,"B","Road",4,5,213,3,"low","F",7,4490
1368,"F","Flight",5,3,165,2,"medium","M",51,1429
8704,"B","Ship",4,4,149,2,"medium","F",2,5881
8626,"B","Road",5,3,237,5,"medium","F",2,1869
4418,"F","Ship",3,2,207,2,"low","M",9,4671
2571,"A","Ship",3,3,179,3,"medium","F",41,1892
967,"D","Flight",4,5,163,4,"low","F",49,1470
3381,"A","Ship",4,1,163,8,"medium","F",9,5489
6696,"F","Road",3,5,254,3,"medium","M",5,4946
9234,"F","Ship",3,5,286,6,"medium","M",3,4424
881,"C","Ship",2,4,194,6,"medium","F",39,3770
8702,"F","Ship",4,2,248,3,"low","M",2,5028
9864,"F","Flight",5,2,211,3,"medium","F",8,4962
5158,"B","Ship",4,2,274,2,"low","M",10,4361
9379,"D","Ship",4,4,167,4,"low","M",2,5908
7738,"B","Ship",5,2,232,6,"medium","F",3,1540
9636,"F","Ship",7,3,256,4,"medium","M",4,1628
7464,"F","Ship",5,5,266,5,"medium","M",7,1440
2336,"F","Flight",5,5,273,3,"medium","F",18,2415
10551,"A","Flight",6,3,165,4,"low","F",10,5965
1781,"C","Flight",4,2,237,2,"medium","F",6,2965
8756,"F","Road",5,3,160,3,"low","F",10,4416
7503,"A","Ship",5,1,270,5,"high","F",6,1836
4860,"F","Ship",5,3,231,2,"low","M",8,5743
10184,"F","Ship",5,3,233,5,"medium","F",3,1398
259,"D","Road",2,3,158,3,"low","F",13,1245
9516,"F","Ship",3,1,150,2,"low","F",6,5697
5438,"F","Ship",4,3,192,3,"medium","F",10,5190
5227,"D","Ship",4,1,231,2,"low","F",1,5917
5941,"D","Ship",4,5,212,2,"medium","M",10,4552
2567,"C","Ship",2,4,139,8,"medium","F",62,1180
9531,"A","Ship",4,2,144,5,"low","F",3,5807
4965,"A","Ship",4,1,177,2,"medium","M",6,5566
396,"F","Road",4,4,183,3,"low","M",29,3251
7375,"D","Road",4,2,221,3,"low","F",7,4856
8705,"C","Ship",3,5,206,3,"medium","F",9,5751
5239,"D","Ship",4,1,139,3,"low","F",1,5502
1389,"A","Ship",5,1,230,3,"low","F",43,2994
6344,"F","Ship",4,3,275,5,"low","M",2,4622
6522,"F","Ship",3,3,147,8,"medium","F",7,5822
9216,"F","Ship",3,4,162,3,"medium","M",7,5313
9090,"F","Ship",7,1,308,4,"medium","F",2,1504
6432,"F","Road",3,1,201,6,"medium","M",10,5077
3750,"F","Ship",4,4,273,2,"low","M",9,5151
7739,"C","Ship",6,1,244,4,"low","F",7,1007
9773,"C","Ship",2,1,234,4,"medium","F",9,5075
9364,"B","Ship",4,1,232,5,"medium","F",7,1899
6851,"C","Flight",3,3,180,7,"medium","F",4,5068
2410,"B","Ship",3,2,180,2,"low","F",6,1811
6305,"C","Flight",6,5,252,4,"low","F",2,1249
7410,"F","Flight",5,4,266,5,"medium","M",8,1592
7697,"C","Ship",4,1,240,8,"medium","M",1,4638
3873,"A","Ship",4,2,201,3,"medium","M",7,5967
6061,"D","Ship",4,3,199,3,"low","M",8,4391
4888,"B","Ship",5,2,225,4,"low","M",1,4328
1920,"F","Flight",3,3,161,3,"low","F",24,1920
3698,"F","Flight",5,1,211,2,"medium","M",1,5913
10967,"C","Flight",5,5,246,5,"low","F",6,1300
6589,"D","Flight",6,1,273,4,"medium","F",6,1524
6237,"A","Ship",4,2,210,3,"low","F",9,4163
8333,"C","Road",6,3,246,4,"medium","F",8,1741
10090,"B","Ship",5,3,137,4,"low","F",9,4754
10637,"C","Ship",5,5,132,3,"low","F",2,5552
7933,"D","Road",3,3,188,5,"low","F",6,5713
9305,"C","Road",3,5,182,3,"high","M",5,4183
6939,"A","Ship",5,4,271,3,"low","M",3,5218
6003,"A","Road",6,4,282,4,"low","M",6,1580
5479,"D","Flight",3,4,225,2,"high","M",5,5997
1600,"B","Ship",3,3,198,3,"low","M",49,2446
2436,"F","Ship",3,2,207,2,"medium","F",37,2460
2437,"D","Ship",3,1,169,2,"medium","F",19,1183
3119,"C","Ship",2,4,182,4,"medium","M",1,3624
4742,"F","Ship",3,5,221,2,"low","F",6,5289
2919,"A","Ship",3,5,252,3,"low","M",18,3701
7451,"C","Ship",4,4,239,5,"low","M",6,1986
2432,"F","Ship",4,1,135,3,"medium","M",39,1549
5677,"D","Ship",3,1,209,3,"low","F",8,4367
10275,"A","Flight",5,5,213,3,"medium","M",5,5247
8119,"D","Ship",4,5,163,2,"medium","F",10,5529
1274,"F","Ship",4,5,160,3,"medium","M",50,1511
3840,"F","Flight",5,2,171,3,"low","M",3,4749
4654,"B","Flight",5,3,234,3,"low","F",6,4632
7033,"D","Ship",6,2,232,3,"medium","F",7,5219
10314,"F","Ship",3,2,229,6,"medium","F",3,5689
2109,"A","Ship",4,2,139,3,"low","M",29,1365
7814,"F","Flight",4,1,240,3,"low","F",4,4787
2258,"F","Ship",4,5,178,3,"low","F",5,1012
4660,"B","Flight",5,3,191,2,"medium","M",7,5783
2486,"F","Ship",5,3,210,2,"medium","M",44,3382
2652,"F","Ship",3,2,162,4,"low","M",25,1316
149,"C","Flight",3,3,135,3,"low","M",56,1490
7117,"D","Road",4,3,192,4,"high","F",1,5669
7267,"D","Flight",4,5,223,3,"medium","M",7,5832
3204,"F","Ship",4,2,223,3,"high","M",5,4282
10182,"F","Ship",6,1,267,4,"low","M",9,1146
3970,"B","Flight",4,5,214,3,"high","F",1,4004
7381,"D","Road",5,2,171,2,"low","M",6,4236
6311,"C","Flight",5,2,227,5,"medium","M",9,1917
1907,"C","Road",4,1,148,3,"high","F",23,1814
185,"C","Ship",3,3,146,2,"low","M",50,1486
7332,"F","Ship",4,2,162,4,"medium","M",7,5294
10130,"F","Road",4,5,258,2,"medium","F",2,4303
5651,"C","Ship",5,1,156,2,"low","M",10,5086
8461,"D","Ship",3,5,167,2,"medium","F",8,5083
1937,"C","Ship",3,5,199,2,"low","M",46,2728
1116,"F","Ship",4,2,272,2,"low","M",21,3271
5014,"B","Ship",6,5,260,4,"medium","F",10,1799
10115,"C","Road",3,2,156,2,"medium","M",10,4276
10969,"D","Flight",4,4,257,5,"medium","F",4,1668
1731,"A","Ship",5,3,181,4,"medium","F",32,3893
7101,"A","Road",5,4,262,6,"medium","F",1,1177
9987,"A","Road",4,5,244,3,"medium","M",3,5857
2686,"B","Ship",4,3,271,4,"low","F",24,3499
8909,"C","Flight",6,2,290,4,"medium","M",1,1111
4689,"A","Ship",3,4,254,3,"medium","M",6,5716
7566,"F","Ship",4,2,236,3,"low","M",4,4800
5406,"F","Ship",2,2,146,4,"low","M",4,5817
1370,"F","Flight",3,2,152,6,"low","F",7,1674
3852,"F","Flight",2,3,263,3,"medium","F",10,4779
977,"C","Ship",3,2,165,2,"low","F",24,1966
7276,"B","Flight",4,3,256,3,"low","F",4,5068
8139,"A","Ship",3,4,263,3,"medium","F",2,5741
4176,"F","Ship",3,2,179,2,"high","F",8,5589
38,"F","Ship",2,4,181,6,"medium","F",16,3605
8412,"F","Ship",3,2,168,3,"medium","M",10,4979
7912,"B","Ship",3,3,239,3,"medium","M",7,4942
5621,"C","Flight",4,2,200,2,"low","F",8,4222
7154,"F","Ship",5,1,257,5,"low","M",9,1329
6298,"B","Flight",6,1,293,5,"medium","F",7,1052
6444,"F","Flight",4,4,196,3,"low","M",5,5514
2921,"C","Ship",5,3,157,4,"low","M",1,1306
4433,"C","Ship",4,4,143,2,"medium","F",3,5630
170,"F","Ship",4,3,161,3,"medium","F",28,1809
7116,"F","Road",3,1,199,3,"medium","F",7,4377
6052,"B","Ship",6,5,165,6,"low","F",6,1529
334,"B","Ship",3,4,211,3,"medium","M",8,3710
1656,"F","Flight",3,3,157,2,"medium","F",62,1366
1424,"F","Ship",4,2,150,3,"high","F",32,1689
5617,"D","Flight",4,2,194,3,"low","F",3,5174
6394,"B","Ship",5,1,173,2,"low","F",4,4242
9519,"A","Ship",3,3,154,4,"high","F",2,4921
7880,"F","Ship",4,3,196,3,"low","M",10,4433
3031,"D","Flight",3,4,209,3,"high","F",37,3650
2261,"C","Ship",3,2,208,4,"medium","M",52,2900
6684,"F","Ship",4,4,157,2,"low","M",9,4491
10020,"F","Ship",4,4,145,2,"medium","M",9,5070
9083,"C","Ship",5,5,167,3,"medium","M",9,4319
3052,"B","Ship",3,3,231,3,"medium","M",53,2333
2429,"C","Ship",4,5,192,3,"medium","F",41,3873
3489,"A","Ship",5,4,152,3,"low","M",1,5314
9493,"D","Ship",5,2,169,5,"medium","F",2,4542
2025,"A","Ship",3,4,210,3,"low","F",7,2878
8905,"D","Flight",6,4,270,4,"low","F",10,1698
10790,"F","Ship",6,3,136,3,"low","F",10,1826
7462,"B","Ship",5,1,261,5,"low","M",5,1837
10953,"A","Road",5,1,260,5,"low","F",3,1705
1677,"A","Ship",3,4,240,2,"medium","F",2,3729
4506,"F","Road",4,4,142,10,"high","F",7,5425
3290,"F","Flight",2,5,172,2,"low","M",7,4649
5560,"B","Ship",4,1,144,4,"medium","M",6,5197
2008,"B","Ship",4,3,154,3,"medium","M",52,1432
9260,"F","Ship",5,4,136,3,"medium","M",4,5413
9898,"B","Ship",3,5,220,3,"low","F",5,4407
9043,"D","Flight",3,5,238,2,"low","F",8,5769
10214,"F","Ship",6,1,250,4,"medium","M",5,1747
1831,"D","Ship",4,5,163,3,"low","M",38,1146
10260,"F","Road",3,4,160,4,"low","M",1,5341
6649,"D","Ship",3,3,232,4,"medium","M",3,5828
1568,"F","Ship",4,1,232,2,"medium","F",26,3300
7245,"A","Road",5,1,268,5,"medium","M",1,4704
2148,"F","Ship",3,4,150,3,"medium","M",47,1511
9362,"F","Ship",5,4,222,6,"low","F",9,1003
1697,"C","Ship",4,3,246,3,"medium","F",52,2440
4125,"A","Flight",4,1,233,2,"low","M",7,4403
9440,"F","Road",5,4,244,5,"medium","F",1,1320
2053,"D","Flight",3,5,162,2,"low","M",28,1948
2238,"F","Ship",3,4,139,2,"low","M",45,1192
3446,"F","Ship",3,1,252,2,"low","M",4,5559
6889,"D","Ship",7,3,309,4,"low","F",1,1290
9760,"B","Ship",4,5,135,3,"low","F",6,4557
6112,"B","Ship",5,4,268,3,"low","F",3,5320
9988,"B","Road",3,5,244,5,"medium","F",10,4163
6487,"D","Ship",4,2,206,7,"high","M",3,4991
9352,"B","Ship",7,1,267,4,"medium","M",9,1261
7425,"A","Ship",6,2,257,4,"medium","M",2,1012
9470,"F","Flight",4,4,137,3,"medium","F",8,4066
741,"A","Ship",4,5,139,3,"low","F",65,1277
2985,"A","Ship",3,3,273,6,"low","M",6,1771
6386,"F","Ship",3,4,269,2,"low","F",8,5294
4471,"D","Ship",6,5,213,4,"medium","F",3,5549
746,"F","Ship",7,5,243,5,"medium","M",28,1100
7000,"B","Flight",5,3,267,4,"medium","F",1,4837
10303,"D","Ship",3,2,161,3,"medium","M",2,4174
2058,"F","Flight",3,4,254,2,"high","M",56,3266
3431,"C","Flight",3,1,200,2,"medium","M",10,5178
10219,"D","Ship",5,3,274,5,"medium","M",7,1696
6878,"F","Ship",5,2,244,6,"low","M",5,1702
8908,"B","Flight",2,2,310,3,"low","M",1,1549
4178,"F","Ship",4,5,149,3,"low","M",9,4953
3726,"F","Ship",5,1,206,5,"medium","M",2,5766
5350,"B","Flight",4,1,254,2,"low","M",10,4230
9499,"D","Ship",5,4,193,3,"medium","M",3,4559
7015,"D","Ship",4,4,145,3,"medium","M",8,5780
7413,"A","Flight",6,5,250,4,"low","M",8,1689
2370,"F","Ship",4,5,144,3,"low","M",9,1526
5310,"F","Ship",3,4,243,3,"medium","M",8,5705
9986,"F","Road",4,4,233,3,"low","M",9,4300
9465,"A","Flight",5,2,233,3,"medium","F",10,4233
5196,"F","Road",3,4,284,10,"low","M",8,4562
7150,"B","Ship",5,5,235,5,"medium","M",9,1032
476,"F","Ship",4,5,133,3,"low","M",59,1092
9740,"F","Flight",3,4,143,3,"low","M",10,5261
1865,"C","Ship",4,3,213,3,"medium","M",57,3599
6983,"C","Flight",3,3,136,2,"medium","M",10,5749
2401,"D","Ship",2,5,171,3,"medium","F",13,1101
9734,"F","Flight",5,2,251,2,"low","M",2,4245
8391,"A","Ship",3,1,133,3,"medium","F",5,4538
889,"D","Ship",3,5,212,3,"high","M",6,2069
6257,"C","Ship",6,4,255,4,"low","M",7,1869
10216,"B","Ship",4,5,242,6,"low","F",9,1858
1693,"D","Ship",4,4,212,4,"medium","F",2,3830
4723,"D","Ship",3,2,191,2,"medium","M",7,5357
226,"B","Ship",5,4,255,4,"medium","F",38,2771
9360,"F","Ship",4,5,274,5,"low","M",7,1225
3184,"B","Ship",4,3,246,3,"low","F",5,4710
8015,"C","Ship",4,1,263,5,"low","M",8,1426
10310,"F","Ship",6,1,208,5,"low","M",6,4537
9166,"B","Road",5,2,227,6,"medium","F",6,1620
97,"D","Ship",3,3,149,2,"medium","M",18,1225
4852,"B","Ship",3,5,206,4,"medium","F",2,5829
7894,"B","Ship",4,2,263,3,"low","F",7,5395
448,"B","Ship",3,4,194,3,"medium","M",3,2169
4240,"B","Road",5,2,152,3,"high","F",5,5502
842,"F","Ship",3,2,140,2,"low","F",16,1685
1579,"D","Ship",5,4,153,6,"medium","M",35,1082
1078,"B","Road",4,3,252,2,"medium","F",51,2658
10023,"A","Ship",3,1,186,3,"medium","F",4,5515
4482,"F","Ship",5,2,149,2,"medium","F",8,5396
5632,"B","Flight",6,2,256,3,"medium","M",1,4435
8855,"C","Ship",3,1,138,10,"low","F",4,4496
5100,"F","Ship",3,5,275,3,"low","M",6,5148
9940,"B","Ship",4,3,218,5,"medium","F",9,1024
1065,"A","Ship",3,2,147,4,"low","M",13,1657
7386,"F","Road",3,1,146,10,"low","F",5,4032
6969,"A","Road",3,4,165,3,"low","F",4,4482
9400,"B","Ship",5,4,226,6,"low","M",1,1327
2784,"F","Ship",3,2,98,3,"medium","F",60,1057
8571,"A","Ship",3,1,165,3,"low","M",10,5823
7647,"A","Road",5,5,254,2,"medium","M",6,4934
2164,"B","Ship",4,5,193,4,"low","M",33,2173
1297,"D","Ship",3,5,191,3,"medium","M",54,3890
7387,"D","Road",5,5,207,2,"high","M",8,5066
8093,"C","Flight",5,1,231,2,"low","M",10,4892
7415,"C","Flight",6,3,286,4,"medium","F",7,1132
2530,"B","Ship",2,1,255,3,"low","M",19,1551
9873,"A","Flight",3,5,161,3,"low","F",4,5629
2674,"B","Ship",3,1,165,3,"medium","M",61,1313
3922,"B","Ship",4,2,261,2,"medium","M",7,5764
524,"F","Road",3,1,155,3,"medium","F",47,1193
4758,"F","Ship",7,3,250,5,"medium","F",4,1163
7763,"C","Ship",6,2,259,5,"medium","M",1,1357
6156,"F","Road",4,5,159,2,"low","F",3,5704
3154,"B","Flight",3,2,153,10,"high","M",2,5455
4037,"C","Ship",5,4,260,6,"medium","M",8,5440
7176,"F","Ship",4,4,242,6,"low","F",9,1192
5030,"F","Ship",6,5,294,4,"medium","F",2,1273
1801,"D","Ship",3,1,183,3,"medium","F",51,3863
4166,"F","Ship",4,3,222,3,"low","F",8,4861
3127,"D","Road",3,1,224,3,"low","F",48,3672
9641,"C","Ship",4,3,231,3,"medium","M",8,4991
10685,"C","Flight",3,5,169,3,"low","F",4,5659
8355,"A","Flight",6,4,279,4,"low","F",10,1462
7710,"F","Ship",5,3,242,5,"medium","F",5,1820
2445,"A","Road",3,5,139,2,"medium","M",64,1857
5082,"F","Flight",5,4,240,4,"medium","F",2,5215
1026,"F","Ship",5,4,191,4,"medium","M",63,2039
3543,"A","Road",5,3,174,3,"medium","F",7,5510
3165,"A","Flight",4,4,225,5,"low","M",5,5060
1577,"C","Ship",5,1,261,3,"low","M",25,3494
8506,"B","Flight",5,1,183,6,"medium","F",2,5082
3575,"C","Flight",3,3,149,3,"medium","F",3,4189
9538,"B","Ship",3,3,275,3,"medium","M",7,4968
8569,"D","Ship",2,5,238,2,"low","F",6,5325
8480,"F","Road",4,2,190,2,"medium","F",1,4020
1845,"A","Ship",3,4,198,2,"medium","F",20,2266
8590,"B","Ship",3,2,195,10,"low","F",9,4256
46,"B","Ship",5,1,210,3,"low","F",9,2944
5917,"D","Ship",5,4,268,3,"high","F",10,4955
8219,"C","Flight",4,2,175,3,"high","M",4,4426
726,"F","Ship",3,4,207,7,"medium","F",46,2670
2725,"D","Road",4,1,227,3,"low","M",5,3100
2892,"F","Flight",3,2,150,2,"low","M",53,1319
8762,"F","Road",3,4,136,3,"medium","M",6,4631
1023,"A","Ship",3,4,260,3,"low","F",21,2003
9578,"F","Road",3,1,187,2,"low","F",10,5064
8352,"F","Road",6,2,248,4,"low","F",10,1563
3954,"F","Road",6,4,253,2,"low","F",9,5972
8924,"F","Ship",7,3,296,4,"low","M",4,1392
5819,"C","Ship",5,5,273,4,"low","M",7,4064
4477,"D","Ship",3,3,197,2,"medium","M",10,5255
8556,"F","Ship",7,4,287,4,"low","M",9,1667
7230,"F","Ship",3,5,151,2,"low","M",3,5039
7449,"A","Ship",4,5,223,5,"medium","M",4,4704
2844,"F","Ship",5,2,160,3,"medium","M",44,1054
283,"D","Flight",3,3,155,3,"low","F",29,1712
457,"D","Ship",3,3,254,2,"high","M",17,3153
1275,"A","Ship",4,2,255,4,"low","F",62,3198
10250,"F","Road",3,1,267,3,"medium","F",8,5415
333,"A","Ship",3,5,215,3,"medium","F",22,2585
8791,"D","Ship",3,3,182,4,"low","F",2,4746
4692,"F","Ship",4,1,144,4,"medium","M",8,4303
7124,"F","Flight",4,1,168,2,"medium","F",8,5276
7752,"F","Ship",4,1,245,5,"medium","M",1,1472
6362,"F","Ship",4,2,231,5,"low","M",7,4718
392,"F","Road",4,1,178,3,"medium","F",63,1573
4288,"B","Ship",2,3,147,3,"low","F",5,5013
8362,"B","Flight",4,1,234,6,"low","M",7,1711
1726,"B","Ship",5,3,248,3,"medium","M",4,2207
1158,"F","Ship",4,1,171,3,"low","F",58,1516
728,"F","Ship",4,3,179,3,"low","M",45,1903
5830,"B","Ship",4,5,207,2,"low","F",3,5270
1853,"C","Ship",3,5,190,10,"medium","F",27,2739
5045,"C","Road",3,5,242,2,"low","F",6,5635
7626,"F","Ship",5,1,134,2,"low","F",7,5610
2102,"F","Ship",5,1,195,6,"low","F",29,1039
2377,"D","Ship",4,1,264,3,"low","F",39,3719
2638,"B","Ship",3,1,254,4,"low","F",33,2542
3876,"F","Ship",4,5,155,3,"medium","M",8,4924
4007,"C","Ship",4,4,202,4,"medium","M",4,4053
10586,"F","Ship",4,4,160,5,"low","M",6,4055
3203,"C","Ship",3,3,132,2,"low","F",9,4355
2213,"C","Ship",6,1,105,5,"low","F",57,1784
2797,"D","Ship",3,2,145,2,"medium","F",29,1690
3669,"A","Ship",2,1,139,2,"medium","F",2,4520
7539,"A","Flight",3,1,153,3,"low","M",9,4404
1261,"D","Ship",5,3,197,2,"low","F",12,3400
7776,"F","Ship",4,5,239,3,"medium","M",1,5482
1488,"F","Road",6,1,219,6,"low","F",10,2385
5931,"A","Ship",4,3,109,2,"medium","F",4,5407
6745,"D","Ship",3,5,168,3,"medium","M",7,4296
3439,"D","Flight",3,1,179,3,"high","M",5,5898
2397,"A","Ship",3,2,232,3,"low","F",64,3131
3034,"B","Ship",4,4,260,2,"low","M",17,3068
8648,"F","Flight",6,1,285,4,"low","F",3,1448
5764,"B","Flight",5,4,219,5,"low","M",5,1867
251,"C","Road",2,3,155,3,"low","F",45,1639
6505,"D","Ship",7,1,264,4,"medium","F",9,1829
1022,"F","Ship",3,1,226,2,"low","M",18,2319
7184,"F","Ship",6,4,257,4,"medium","F",9,1108
5893,"D","Flight",3,5,218,3,"low","M",2,5841
10098,"F","Ship",4,4,224,4,"medium","F",2,4503
8860,"B","Ship",5,1,242,5,"low","F",8,1815
5262,"F","Ship",6,4,304,4,"low","F",2,1749
8048,"F","Ship",6,5,301,5,"low","M",8,1443
6900,"F","Ship",4,5,196,4,"low","M",10,1694
2637,"A","Ship",4,3,154,3,"medium","M",10,1711
5530,"B","Ship",5,3,237,5,"medium","F",4,1733
1495,"D","Road",3,5,192,2,"medium","F",5,2339
5970,"F","Ship",4,3,243,5,"medium","F",3,1634
9253,"D","Ship",3,4,257,4,"medium","F",8,4780
9177,"A","Flight",5,5,233,6,"medium","F",4,1924
1130,"F","Ship",3,3,162,2,"low","F",42,1763
7085,"C","Ship",4,1,168,2,"medium","F",1,5698
4045,"D","Ship",2,1,228,3,"high","F",1,5500
4058,"F","Ship",2,1,166,3,"medium","M",6,4280
1349,"C","Road",4,5,253,2,"medium","F",43,2589
10105,"D","Ship",2,4,252,4,"medium","M",4,4787
10630,"B","Ship",4,5,274,4,"low","M",3,5145
3530,"F","Ship",3,5,197,3,"low","M",3,5658
8433,"A","Ship",4,1,188,2,"low","M",10,5085
6587,"C","Flight",6,4,299,4,"medium","M",9,1036
3384,"F","Ship",3,3,150,3,"medium","M",4,5536
871,"D","Ship",4,5,147,3,"medium","F",46,1469
1164,"F","Ship",3,2,162,2,"low","F",54,1614
8568,"F","Ship",4,2,161,3,"low","F",8,4382
4360,"B","Road",5,1,236,2,"low","F",2,4987
2673,"A","Ship",4,1,251,4,"medium","F",33,2906
7473,"A","Ship",4,4,254,5,"low","M",2,1573
6681,"A","Ship",4,2,201,2,"low","M",3,4869
1663,"D","Ship",6,1,286,7,"medium","F",7,2338
5540,"F","Ship",3,3,226,3,"low","M",4,5048
10530,"F","Road",3,2,235,2,"medium","F",9,5116
4615,"D","Ship",6,4,112,4,"medium","F",9,4005
4863,"A","Ship",4,3,223,3,"low","F",10,5560
4917,"A","Road",3,1,155,2,"low","M",7,4221
7140,"F","Flight",5,1,262,6,"medium","M",1,1696
2323,"D","Road",3,5,268,4,"high","M",19,2893
6839,"C","Road",4,3,207,10,"low","F",9,4179
826,"B","Flight",4,5,160,3,"low","M",33,1837
2359,"D","Ship",3,2,213,2,"low","M",22,3248
4428,"F","Ship",4,1,234,3,"high","M",10,4375
8255,"C","Ship",3,4,245,3,"medium","F",7,5429
4003,"D","Ship",4,1,202,3,"low","M",4,4029
2504,"F","Ship",5,4,156,2,"low","F",57,1842
4146,"F","Ship",2,5,123,4,"medium","M",8,4042
4487,"C","Ship",3,4,174,3,"medium","F",4,4051
2619,"A","Flight",4,2,187,2,"low","M",54,2191
1974,"F","Ship",5,1,201,3,"medium","M",19,2696
8992,"B","Ship",3,4,236,4,"high","F",9,4744
6307,"D","Flight",5,3,221,5,"low","F",2,1630
8932,"B","Ship",5,5,257,5,"low","M",5,1657
8518,"B","Ship",4,4,183,4,"low","F",6,4562
5628,"F","Flight",4,3,248,2,"medium","F",2,4700
3752,"F","Ship",3,2,195,2,"medium","M",8,4365
925,"D","Ship",4,1,161,2,"high","F",41,1992
8272,"B","Ship",6,5,301,4,"low","F",4,1707
5321,"C","Road",4,4,186,3,"low","F",2,4430
7544,"F","Flight",4,4,155,3,"medium","M",6,5033
4625,"C","Ship",2,5,186,2,"medium","M",10,4506
8530,"B","Ship",4,5,253,3,"low","F",9,4205
7534,"B","Flight",5,2,232,3,"low","M",5,5607
2413,"D","Ship",3,2,254,2,"medium","F",2,3239
1133,"C","Ship",3,3,175,3,"high","F",45,1212
4458,"F","Ship",3,3,174,3,"medium","F",2,4221
2967,"A","Ship",4,1,222,4,"medium","F",42,2762
8304,"F","Ship",3,1,274,2,"high","M",2,4352
6208,"B","Ship",5,3,145,3,"medium","M",1,5783
5433,"A","Ship",2,1,255,2,"medium","M",9,5936
2644,"B","Ship",4,4,196,3,"low","F",11,3244
4222,"B","Road",3,2,239,2,"low","F",3,5099
7306,"B","Ship",6,1,232,6,"low","M",4,5877
214,"B","Ship",2,5,160,3,"medium","F",31,7401
5272,"B","Ship",7,4,243,4,"medium","F",6,1362
2568,"F","Ship",2,4,255,3,"low","F",55,1663
9925,"D","Ship",6,2,267,4,"low","M",10,1580
3193,"D","Ship",4,5,273,3,"medium","M",2,4374
9627,"A","Ship",4,2,275,5,"medium","M",5,1900
2842,"B","Ship",4,2,180,3,"low","M",3,1518
1193,"C","Ship",4,4,246,2,"low","M",11,2282
10045,"D","Ship",5,5,240,2,"low","F",2,5655
1874,"F","Ship",3,4,180,3,"low","F",52,1727
4485,"A","Ship",4,5,171,4,"low","F",4,5265
3596,"F","Ship",4,2,233,2,"low","F",5,4668
2781,"A","Ship",3,2,245,4,"medium","M",60,2178
4669,"D","Flight",5,2,133,2,"high","F",2,4556
9272,"F","Ship",4,1,202,3,"low","M",10,4454
9946,"B","Ship",6,5,157,5,"low","F",10,1133
1567,"D","Ship",5,1,159,4,"low","M",38,1277
3690,"F","Road",4,3,266,3,"low","M",9,5621
4550,"F","Ship",5,5,276,4,"low","F",7,1742
8942,"F","Ship",4,4,270,2,"medium","F",6,5221
8966,"F","Ship",3,5,178,3,"low","F",7,4135
10075,"D","Ship",4,3,136,4,"low","M",10,5911
4290,"F","Ship",3,3,259,8,"high","F",6,5939
3025,"D","Flight",6,1,231,4,"medium","F",23,2455
10101,"A","Ship",3,2,239,3,"low","M",4,5628
8336,"F","Road",5,4,236,5,"medium","F",2,1664
1678,"B","Ship",5,1,234,3,"medium","M",40,3340
1517,"C","Flight",3,5,182,3,"medium","M",34,3595
8829,"A","Ship",4,3,246,5,"low","F",1,1673
7034,"F","Ship",4,3,196,2,"high","M",10,5709
6733,"D","Ship",4,5,162,3,"medium","F",10,4850
5469,"A","Road",6,5,301,5,"medium","M",3,1628
5656,"B","Ship",4,4,198,2,"medium","M",2,5725
10172,"F","Ship",6,2,137,10,"low","F",4,4490
8938,"B","Ship",6,4,296,4,"medium","M",5,1782
5895,"A","Flight",4,3,142,2,"low","F",5,5502
10632,"F","Ship",4,2,230,3,"high","F",5,5888
3114,"F","Ship",2,5,151,3,"low","M",34,1652
8586,"F","Ship",6,4,222,8,"low","F",1,5808
352,"B","Ship",5,5,171,2,"medium","F",22,1695
